measuring PROFILE overhead..done
  seconds  |     gc     |      consed     |    calls    |  sec/call  |  name  
     0.000 |      0.000 |               0 |         354 |   0.000000 | LISA::SLOT-VALUE-IS-VARIABLE-P
     0.000 |      0.000 |               0 |          31 |   0.000002 | LISA::FIND-RULE-IN-CONTEXT
     0.000 |      0.000 |               0 |       1,383 |   0.000000 | LISA::VARIABLE-P
     0.000 |      0.000 |               0 |           4 |   0.000013 | LISA::CREATE-TEMPLATE-CLASS-SLOTS
     0.000 |      0.000 |          65,536 |         166 |   0.000000 | LISA::SIMPLE-BOUND-SLOT-P
     0.000 |      0.000 |               0 |          31 |   0.000001 | LISA::COLLECT-BINDINGS
     0.000 |      0.000 |               0 |         105 |   0.000000 | LISA::MAKE-CLASS-TEST
     0.000 |      0.000 |               0 |         259 |   0.000000 | LISA::SHARED-NODE-REFCNT
     0.000 |      0.000 |               0 |          62 |   0.000001 | LISA:RULE-NAME
     0.000 |      0.000 |          65,536 |          74 |   0.000000 | LISA::MAKE-JOIN-NODE
     0.000 |      0.000 |               0 |         235 |   0.000000 | LISA::TEST-PATTERN-P
     0.000 |      0.000 |               0 |         232 |   0.000000 | LISA::MAKE-PATTERN-SLOT
     0.000 |      0.000 |               0 |           4 |   0.000006 | LISA::REDEFINE-DEFTEMPLATE
     0.000 |      0.000 |               0 |          81 |   0.000000 | LISA::JOIN-NODE-TESTS
     0.000 |      0.000 |               0 |          88 |   0.000000 | LISA::MAKE-SIMPLE-SLOT-TEST-AUX
     0.000 |      0.000 |               0 |          31 |   0.000001 | LISA::RETE-FACT-COUNT
     0.000 |      0.000 |               0 |          74 |   0.000000 | (SETF LISA::JOIN-NODE-SUCCESSOR)
     0.000 |      0.000 |               0 |         364 |   0.000000 | LISA::MAKE-NODE-PAIR
     0.000 |      0.000 |          65,616 |          31 |   0.000001 | LISA::ADD-RULE-TO-CONTEXT
     0.000 |      0.000 |               0 |          97 |   0.000000 | LISA::%MAKE-BINDING
     0.000 |      0.000 |               0 |          97 |   0.000000 | LISA::MAKE-BINDING
     0.000 |      0.000 |          65,536 |         150 |   0.000000 | LISA::SLOT-VALUE-IS-NEGATED-VARIABLE-P
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::ATTACH-RULE-NODES
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::FIND-ANY-LOGICAL-BOUNDARIES
     0.000 |      0.000 |               0 |         105 |   0.000000 | LISA::MAKE-PARSED-PATTERN
     0.000 |      0.000 |               0 |         193 |   0.000000 | LISA::FIND-TEST
     0.000 |      0.000 |               0 |          77 |   0.000000 | LISA::MAKE-INTER-PATTERN-TEST
     0.000 |      0.000 |          65,520 |         131 |   0.000000 | LISA::INTRA-PATTERN-BINDINGS-P
     0.000 |      0.000 |               0 |         105 |   0.000000 | LISA::MAKE-BINDING-SET
     0.000 |      0.000 |               0 |         259 |   0.000000 | (SETF LISA::SHARED-NODE-REFCNT)
     0.000 |      0.000 |               0 |          63 |   0.000000 | LISA::MAKE-INTRA-PATTERN-TEST
     0.000 |      0.000 |               0 |         105 |   0.000000 | LISA::LOGICAL-ELEMENT-P
     0.000 |      0.000 |               0 |          34 |   0.000000 | LISA::EXPAND-SLOTS
     0.000 |      0.000 |               0 |         236 |   0.000000 | LISA::CONSTRAINED-SLOT-P
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA:CONTEXT-NAME
     0.000 |      0.000 |               0 |          31 |   0.000000 | (SETF LISA::RULE-BEHAVIOR)
     0.000 |      0.000 |               0 |         105 |   0.000000 | LISA::FIND-CONDITIONAL-ELEMENT-PARSER
     0.000 |      0.000 |               0 |         281 |   0.000000 | LISA::MAKE-SUCCESSOR
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::NODE-TEST-CACHE
     0.000 |      0.000 |               0 |          77 |   0.000000 | LISA::FIND-SLOT-BINDING
     0.000 |      0.000 |               0 |          81 |   0.000000 | (SETF LISA::JOIN-NODE-TESTS)
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::PREPROCESS-LEFT-SIDE
     0.000 |      0.000 |               0 |          10 |   0.000000 | LISA::MAKE-FACT-META-OBJECT
     0.000 |      0.000 |          65,536 |         137 |   0.000000 | LISA::SLOT-VALUE-IS-NEGATED-ATOM-P
     0.000 |      0.000 |               0 |          56 |   0.000000 | LISA::EXISTENTIAL-PATTERN-P
     0.000 |      0.000 |               0 |          74 |   0.000000 | LISA::NEGATED-PATTERN-P
     0.000 |      0.000 |               0 |         105 |   0.000000 | LISA::LOGICAL-PATTERN-P
     0.000 |      0.000 |               0 |           1 |   0.000003 | LISA::DEFFACTS-NAME
     0.000 |      0.000 |               0 |           1 |   0.000002 | LISA::ADD-AUTOFACT
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA:RULE-SHORT-NAME
     0.000 |      0.000 |               0 |           1 |   0.000002 | (SETF LISA::RETE-AUTOFACTS)
     0.000 |      0.000 |               0 |           1 |   0.000002 | LISA::PARSE-AND-INSERT-DEFFACTS
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::EXTRACT-RULE-HEADERS
     0.000 |      0.000 |               0 |          10 |   0.000000 | LISA::REGISTER-META-OBJECT
     0.000 |      0.000 |               0 |          62 |   0.000000 | LISA::CONTEXT-RULES
     0.000 |      0.000 |               0 |         147 |   0.000000 | LISA::NEGATED-SLOT-P
     0.000 |      0.000 |               0 |       5,000 |   0.000000 | LISA:RESET
     0.000 |      0.000 |      15,269,600 |   1,510,000 |   0.000000 | LISA:ACTIVE-RULE
     0.000 |      0.000 |      25,429,392 |     200,000 |   0.000000 | LISA:RETRACT
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA:FIND-RULE
     0.000 |      0.000 |               0 |       5,000 |   0.000000 | LISA:RUN
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::MAKE-BEHAVIOR
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::ADD-TERMINAL-NODE
     0.000 |      0.000 |     203,725,744 |   2,470,000 |   0.000000 | LISA::ENTER-JOIN-NETWORK-FROM-LEFT
     0.000 |      0.000 |               0 |     270,000 |   0.000000 | (SETF LISA::ACTIVATION-ELIGIBLE)
     0.000 |      0.000 |         393,472 |         333 |   0.000000 | LISA::ADD-SUCCESSOR
     0.000 |      0.000 |               0 |          74 |   0.000000 | LISA::MAKE-RIGHT-JOIN-CONNECTION
     0.000 |      0.000 |     767,253,648 |   2,915,000 |   0.000000 | LISA::ADD-TOKENS-TO-LEFT-MEMORY
     0.000 |      0.000 |      27,849,376 |     285,014 |   0.000000 | LISA::FIND-META-FACT
     0.000 |      0.000 |     319,104,560 |     580,000 |   0.000000 | LISA::REMEMBER-FACT
     0.000 |      0.000 |   2,750,986,912 |   4,970,000 |   0.000000 | LISA::TEST-AGAINST-RIGHT-MEMORY
     0.000 |      0.000 |      15,728,640 |   1,960,000 |   0.000000 | LISA::ACTIVATION-TIMESTAMP
     0.000 |      0.000 |      59,301,744 |     675,000 |   0.000000 | LISA::UNBIND-RULE-ACTIVATION
     0.000 |      0.000 |         656,096 |     215,014 |   0.000000 | LISA::ENSURE-META-DATA-EXISTS
     0.000 |      0.000 |               0 |     580,000 |   0.000000 | LISA::RETE-NEXT-FACT-ID
     0.000 |      0.000 |     297,937,664 |   1,280,052 |   0.000000 | LISA::SET-SLOT-VALUE
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::ADD-INTER-PATTERN-NODES
     0.000 |      0.074 |   1,193,280,288 |   9,260,000 |   0.000000 | LISA::FORGET-TOKEN
     0.000 |      0.000 |     114,671,936 |     495,000 |   0.000000 | LISA::RETRACT-FACT
     0.000 |      0.000 |      62,187,440 |     405,000 |   0.000000 | LISA::FIRE-ACTIVATION
     0.000 |      0.042 |     690,143,264 |   6,185,000 |   0.000000 | LISA::ACCEPT-TOKENS-FROM-LEFT
     0.000 |      0.000 |               0 |          74 |   0.000000 | LISA::MAKE-LEFT-JOIN-CONNECTION
     0.000 |      0.000 |               0 |          88 |   0.000000 | LISA::MAKE-SIMPLE-SLOT-TEST
     0.000 |      0.000 |               0 |      10,000 |   0.000000 | LISA::RESET-FOCUS-STACK
     0.000 |      0.000 |               0 |       5,000 |   0.000000 | LISA::CLEAR-ACTIVATIONS
     0.000 |      0.000 |      32,830,256 |     295,000 |   0.000000 | LISA::MODIFY-FACT
     0.000 |      0.000 |      91,341,616 |     495,000 |   0.000000 | LISA::FORGET-FACT
     0.000 |      0.000 |          65,520 |         232 |   0.000000 | LISA::INTRA-PATTERN-SLOT-P
     0.000 |      0.000 |     897,252,816 |     405,000 |   0.000000 | LISA::FIRE-RULE
     0.000 |      0.000 |     472,681,376 |     680,000 |   0.000000 | LISA::GET-NEXT-ACTIVATION
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::ADD-INTRA-PATTERN-NODES
     0.000 |      0.000 |               0 |           1 |   0.000000 | LISA::COLLECT-CONSTRAINT-BINDINGS
     0.000 |      0.020 |   1,160,606,736 |  10,380,000 |   0.000000 | LISA::REMEMBER-TOKEN
     0.000 |      0.000 |          65,536 |          31 |   0.000000 | LISA::ADD-RULE-TO-NETWORK
