
;; (time (lisa-user::run-mab 500))

Evaluation took:
  3.086 seconds of real time
  1.756481 seconds of total run time (1.722465 user, 0.034016 system)
  [ Real times consist of 0.093 seconds GC time, and 2.993 seconds non-GC time. ]
  [ Run times consist of 0.093 seconds GC time, and 1.664 seconds non-GC time. ]
  56.90% CPU
  314 lambdas converted
  2,348,421,120 bytes consed

;; SBCL's deterministic profiler results (500 iterations) on MacOS with Apple
;; silicon (ARM64 M2 Pro):

measuring PROFILE overhead..done
  seconds  |     gc     |     consed     |    calls   |  sec/call  |  name  
 (SETF LISA::FACT-META-OBJECT-SLOT-LIST)
 LISA::FACT-META-OBJECT-SLOT-LIST
 (SETF LISA::FACT-META-OBJECT-SUPERCLASSES)
 LISA::FACT-META-OBJECT-SUPERCLASSES LISA::FACT-SYMBOLIC-ID LISA:FACTS
 LISA::FAST-ARRAY-COPY LISA::FIND-ACTIVATION LISA::FIND-ALL-ACTIVATIONS
 LISA::FIND-ANY-LOGICAL-BOUNDARIES LISA::FIND-CONDITIONAL-ELEMENT-PARSER
 LISA::FIND-EXISTING-SUCCESSOR LISA:FIND-FACT-BY-ID
 LISA:FIND-FACT-BY-NAME LISA::FIND-FACT-USING-INSTANCE
 LISA::FIND-LOGICAL-DEPENDENCIES LISA::FIND-OR-SET-SLOT-BINDING
 LISA:FIND-RULE LISA::FIND-RULE-IN-CONTEXT LISA::FIND-SLOT-BINDING
 LISA::FIND-TEST LISA:FOCUS LISA:FOCUS-STACK LISA::FORGET-CLOS-INSTANCE
 LISA::FORGET-CLOS-INSTANCES LISA::FORGET-CONTEXT LISA::FORGET-RULE
 LISA::GENERIC-PATTERN-P LISA::GET-ACTIVATION-LIST
 LISA::GET-ALL-ACTIVATIONS LISA::GET-FACT-LIST LISA::GET-RULE-LIST
 LISA::GET-SLOT-VALUES LISA::GET-SUPERCLASSES LISA:HALT
 LISA::HAS-SUPERCLASS LISA::IMPORT-CLASS-SPECIFICATION LISA::INACTIVE-P
