measuring PROFILE overhead..done
  seconds  |     gc     |     consed    |    calls   |  sec/call  |  name  
 LISA::REMOVE-SUCCESSOR (SETF LISA::RETE-AUTOFACTS)
 (SETF LISA::RETE-DEPENDENCY-TABLE) LISA::RETE-DEPENDENCY-TABLE
 LISA::RETE-FACT-COUNT (SETF LISA::RETE-FACT-TABLE)
 LISA::RETE-INSTANCE-TABLE LISA:RETRACT-INSTANCE LISA::RETRIEVE-CONTEXTS
 LISA::RIGHT-INPUT LISA::RIGHT-MEMORY-COUNT LISA:RULE LISA::RULE-ACTIONS
 (SETF LISA::RULE-ACTIONS-ACTIONS) LISA::RULE-ACTIONS-ACTIONS
 (SETF LISA::RULE-ACTIONS-BINDINGS) LISA::RULE-ACTIONS-BINDINGS
 LISA::RULE-ACTIONS-P (SETF LISA::RULE-ACTIVATIONS)
 LISA::RULE-ACTIVE-DEPENDENCIES (SETF LISA::RULE-BEHAVIOR)
 LISA::RULE-BINDING-SET LISA:RULE-COMMENT LISA:RULE-DEFAULT-NAME
 LISA:RULE-NAME LISA::RULE-NODE-LIST LISA::RULE-PATTERNS
 LISA:RULE-SHORT-NAME LISA:RULES LISA::RUN-QUERY
 LISA::SCHEDULE-DEPENDENCY-REMOVAL LISA::SET-LEAF-NODE
 LISA::SET-PATTERN-BINDING LISA::SET-SLOT-FROM-INSTANCE
 LISA::SHARED-NODE-ALL-SUCCESSORS (SETF LISA::SHARED-NODE-REFCNT)
 LISA::SHARED-NODE-REFCNT LISA::SHARED-NODE-SUCCESSOR-NODES
