measuring PROFILE overhead..done
  seconds  |     gc     |     consed    |    calls   |  sec/call  |  name  
 LISA::PARSE-GENERIC-PATTERN LISA::PARSE-NOT-PATTERN
 LISA::PARSE-ONE-SLOT LISA::PARSE-ONE-SLOT-CONSTRAINT
 LISA::PARSE-RULE-BODY LISA::PARSE-TEST-PATTERN
 (SETF LISA::PARSED-PATTERN-ADDRESS) LISA::PARSED-PATTERN-ADDRESS
 (SETF LISA::PARSED-PATTERN-BINDING-SET)
 LISA::PARSED-PATTERN-BINDING-SET (SETF LISA::PARSED-PATTERN-CLASS)
 LISA::PARSED-PATTERN-CLASS (SETF LISA::PARSED-PATTERN-LOGICAL)
 LISA::PARSED-PATTERN-LOGICAL LISA::PARSED-PATTERN-P
 (SETF LISA::PARSED-PATTERN-PATTERN-BINDING)
 LISA::PARSED-PATTERN-PATTERN-BINDING (SETF LISA::PARSED-PATTERN-SLOTS)
 LISA::PARSED-PATTERN-SLOTS (SETF LISA::PARSED-PATTERN-SUB-PATTERNS)
 LISA::PARSED-PATTERN-SUB-PATTERNS
 (SETF LISA::PARSED-PATTERN-TEST-BINDINGS)
 LISA::PARSED-PATTERN-TEST-BINDINGS LISA::PARSED-PATTERN-TEST-FORMS
 (SETF LISA::PARSED-PATTERN-TYPE) LISA::PARSED-PATTERN-TYPE
 LISA::PASS-TOKEN (SETF LISA::PATTERN-SLOT-CONSTRAINT)
 LISA::PATTERN-SLOT-CONSTRAINT
 (SETF LISA::PATTERN-SLOT-CONSTRAINT-BINDINGS)
 LISA::PATTERN-SLOT-CONSTRAINT-BINDINGS
 (SETF LISA::PATTERN-SLOT-INTRA-PATTERN-BINDINGS)
 LISA::PATTERN-SLOT-INTRA-PATTERN-BINDINGS
 (SETF LISA::PATTERN-SLOT-NAME) LISA::PATTERN-SLOT-NAME
 (SETF LISA::PATTERN-SLOT-NEGATED) LISA::PATTERN-SLOT-NEGATED
 LISA::PATTERN-SLOT-P (SETF LISA::PATTERN-SLOT-SLOT-BINDING)
 LISA::PATTERN-SLOT-SLOT-BINDING (SETF LISA::PATTERN-SLOT-VALUE)
 LISA::PATTERN-SLOT-VALUE LISA::POP-CONTEXT LISA::PREPROCESS-LEFT-SIDE
 LISA::PUSH-CONTEXT LISA::RECONSTRUCT-FACT LISA::RECORD-NODE
 LISA::REDEFINE-DEFRULE LISA::REDEFINE-DEFTEMPLATE LISA:REFOCUS
 LISA::REGISTER-CLOS-INSTANCE LISA::REGISTER-NEW-CONTEXT
 LISA::REMOVE-AUTOFACTS LISA::REMOVE-NODE-FROM-PARENT
 LISA::REMOVE-RULE-FROM-CONTEXT LISA::REMOVE-RULE-FROM-NETWORK
 LISA::REMOVE-SUCCESSOR (SETF LISA::RETE-AUTOFACTS)
 (SETF LISA::RETE-DEPENDENCY-TABLE) LISA::RETE-DEPENDENCY-TABLE
 LISA::RETE-FACT-COUNT (SETF LISA::RETE-FACT-TABLE)
 LISA::RETE-INSTANCE-TABLE LISA:RETRACT-INSTANCE LISA::RETRIEVE-CONTEXTS
 LISA::RIGHT-INPUT LISA::RIGHT-MEMORY-COUNT LISA:RULE LISA::RULE-ACTIONS
 (SETF LISA::RULE-ACTIONS-ACTIONS) LISA::RULE-ACTIONS-ACTIONS
 (SETF LISA::RULE-ACTIONS-BINDINGS) LISA::RULE-ACTIONS-BINDINGS
 LISA::RULE-ACTIONS-P (SETF LISA::RULE-ACTIVATIONS)
 LISA::RULE-ACTIVE-DEPENDENCIES (SETF LISA::RULE-BEHAVIOR)
 LISA::RULE-BINDING-SET LISA:RULE-COMMENT LISA:RULE-DEFAULT-NAME
 LISA:RULE-NAME LISA::RULE-NODE-LIST LISA::RULE-PATTERNS
 LISA:RULE-SHORT-NAME LISA:RULES LISA::RUN-QUERY
 LISA::SCHEDULE-DEPENDENCY-REMOVAL LISA::SET-LEAF-NODE
 LISA::SET-PATTERN-BINDING LISA::SET-SLOT-FROM-INSTANCE
 LISA::SHARED-NODE-ALL-SUCCESSORS (SETF LISA::SHARED-NODE-REFCNT)
 LISA::SHARED-NODE-REFCNT LISA::SHARED-NODE-SUCCESSOR-NODES
 LISA::SHOW-DEFFACTS LISA:SHOW-NETWORK LISA::SIMPLE-BOUND-SLOT-P
